age,job,marital,education,X2,X4,X3,X1,device,day,month,time_spent,banner_views,days_elapsed_old,banner_views_old,outcome_old,y
32,blue-collar,married,secondary,0,501,1,1,unknown,30,may,43,5,347.0,0,unknown,0
32,blue-collar,single,primary,0,315,1,0,unknown,30,may,61,2,349.0,0,unknown,1
38,student,divorced,tertiary,0,2946,0,0,cellular,16,jun,605,3,371.0,0,unknown,0
37,blue-collar,married,secondary,0,523,0,0,unknown,18,jun,257,2,367.0,0,unknown,1
44,self-employed,divorced,tertiary,0,1070,1,0,cellular,11,nov,172,1,91.0,5,success,0
55,blue-collar,married,secondary,0,16873,0,0,cellular,1,jun,78,2,717.0,0,unknown,1
57,unemployed,married,secondary,0,1681,0,0,cellular,18,nov,226,1,555.0,0,unknown,0
32,blue-collar,married,primary,0,-89,1,0,unknown,9,may,389,2,374.0,0,unknown,0
59,retired,married,primary,0,2632,0,0,cellular,3,jun,123,1,355.0,0,unknown,0
46,blue-collar,married,secondary,0,-371,1,0,unknown,27,may,138,1,368.0,0,unknown,1
38,management,single,tertiary,0,427,1,0,cellular,6,may,17,3,169.0,2,failure,1
55,unemployed,married,primary,0,1212,0,0,cellular,31,aug,241,1,92.0,1,failure,1
40,admin.,married,secondary,0,2082,0,0,unknown,12,jun,82,1,360.0,0,unknown,1
32,admin.,married,secondary,0,1078,1,0,cellular,16,apr,177,1,378.0,0,unknown,1
57,unemployed,divorced,secondary,0,2762,0,0,telephone,19,nov,100,1,367.0,0,unknown,0
58,blue-collar,married,unknown,0,3585,0,0,cellular,30,apr,122,1,167.0,1,success,0
39,services,married,secondary,0,5549,1,0,cellular,20,nov,157,1,472.0,0,unknown,1
48,blue-collar,single,tertiary,0,2330,1,0,unknown,4,jun,15,1,357.0,0,unknown,1
29,blue-collar,single,secondary,0,202,0,0,cellular,30,jan,128,2,364.0,0,unknown,1
38,management,single,tertiary,0,623,0,0,cellular,28,jun,297,4,144.0,4,other,1
54,blue-collar,married,secondary,0,254,1,0,unknown,6,may,66,2,359.0,0,unknown,1
37,unemployed,single,tertiary,0,1706,0,0,unknown,12,jun,542,3,362.0,0,unknown,0
46,entrepreneur,single,tertiary,0,1410,1,0,cellular,19,nov,93,1,189.0,8,failure,1
31,technician,single,secondary,0,1970,0,0,telephone,17,apr,284,3,371.0,0,unknown,1
27,unemployed,single,tertiary,0,1,0,0,cellular,3,feb,65,2,369.0,0,unknown,0
41,admin.,divorced,secondary,0,6046,1,1,telephone,15,mar,300,6,182.0,2,success,1
34,admin.,single,tertiary,0,625,0,1,unknown,31,aug,34,1,370.0,0,unknown,0
37,services,married,secondary,0,775,0,0,cellular,14,aug,150,2,350.0,0,unknown,1
47,management,divorced,tertiary,0,0,0,0,cellular,28,apr,186,2,557.0,0,unknown,1
35,admin.,married,secondary,0,0,0,0,cellular,7,jul,78,11,344.0,0,unknown,1
29,technician,single,secondary,0,213,1,0,cellular,15,may,174,1,361.0,1,failure,0
47,admin.,married,secondary,0,4923,0,0,unknown,19,jun,121,3,383.0,0,unknown,0
43,technician,single,secondary,0,4990,1,0,cellular,22,aug,88,10,357.0,0,unknown,1
32,blue-collar,married,secondary,0,298,1,0,cellular,17,apr,163,2,323.0,7,failure,0
57,services,married,secondary,0,1113,0,0,cellular,26,aug,264,20,356.0,0,unknown,1
35,self-employed,married,tertiary,0,247,1,0,unknown,12,may,167,2,367.0,0,unknown,0
41,technician,divorced,secondary,0,348,1,0,cellular,7,may,225,2,275.0,2,failure,1
42,management,divorced,tertiary,0,461,1,0,unknown,3,jun,72,1,366.0,0,unknown,1
39,technician,divorced,secondary,0,80,0,0,unknown,20,jun,124,2,349.0,0,unknown,0
37,technician,married,secondary,0,-90,1,0,cellular,17,apr,921,2,263.0,3,failure,0
34,technician,married,tertiary,0,218,0,0,cellular,5,aug,109,2,347.0,0,unknown,1
47,technician,married,secondary,0,65,0,0,cellular,28,aug,118,8,349.0,0,unknown,1
35,technician,single,secondary,0,1609,1,0,unknown,30,may,288,3,365.0,0,unknown,1
32,blue-collar,single,primary,0,398,1,0,cellular,13,may,716,1,511.0,0,unknown,0
34,blue-collar,married,secondary,0,678,1,0,cellular,17,apr,278,1,343.0,0,unknown,1
24,blue-collar,single,primary,0,145,1,0,cellular,15,may,520,1,345.0,1,failure,0
53,management,married,tertiary,0,952,1,1,cellular,18,nov,121,3,749.0,0,unknown,0
57,retired,married,secondary,0,49,1,1,cellular,25,aug,93,4,431.0,0,unknown,0
35,entrepreneur,married,primary,1,25,0,1,cellular,7,jul,236,1,350.0,0,unknown,1
46,blue-collar,married,secondary,0,123,0,0,cellular,20,aug,381,3,346.0,0,unknown,0
39,management,married,tertiary,0,2939,0,0,cellular,15,jan,348,2,357.0,0,unknown,1
42,blue-collar,married,secondary,0,-1664,1,0,unknown,13,may,169,1,353.0,0,unknown,0
44,technician,married,secondary,0,0,1,0,unknown,5,may,225,2,674.0,0,unknown,0
33,entrepreneur,single,tertiary,0,484,1,0,cellular,29,jan,537,1,391.0,0,unknown,1
33,technician,single,secondary,0,261,1,0,unknown,14,may,622,1,345.0,0,unknown,0
45,blue-collar,single,primary,1,-183,0,1,cellular,15,jul,395,4,370.0,0,unknown,0
50,blue-collar,married,primary,0,5356,0,0,unknown,13,may,289,1,367.0,0,unknown,0
30,services,married,secondary,0,44,1,1,cellular,22,jul,90,1,392.0,0,unknown,1
59,housemaid,married,secondary,0,0,0,0,telephone,5,jun,153,1,515.0,0,unknown,0
42,management,married,tertiary,0,843,0,1,cellular,15,jul,226,3,518.0,0,unknown,1
44,admin.,married,secondary,0,205,0,0,cellular,3,nov,289,1,359.0,0,unknown,1
36,unemployed,married,unknown,0,1437,0,0,unknown,19,jun,810,2,350.0,0,unknown,0
68,retired,married,secondary,0,1146,0,0,cellular,16,nov,212,1,187.0,6,success,1
48,management,married,tertiary,1,-13,1,0,cellular,15,may,20,6,291.0,2,other,0
57,management,married,primary,0,687,1,1,telephone,21,jul,107,3,349.0,0,unknown,0
35,blue-collar,single,secondary,0,2227,1,0,cellular,7,may,219,1,370.0,0,unknown,1
36,blue-collar,married,primary,0,946,1,0,unknown,18,jun,255,3,352.0,0,unknown,1
31,management,single,tertiary,0,16,0,0,cellular,20,nov,73,1,367.0,0,unknown,1
43,management,married,tertiary,0,2,0,1,cellular,20,aug,472,2,362.0,0,unknown,0
45,management,married,tertiary,0,2220,1,0,cellular,21,nov,89,1,133.0,2,failure,0
41,self-employed,single,tertiary,0,0,0,0,cellular,7,aug,408,1,367.0,0,unknown,0
38,entrepreneur,single,secondary,0,2543,0,0,cellular,10,aug,223,1,414.0,4,failure,1
30,technician,single,tertiary,0,0,0,0,cellular,22,aug,34,2,370.0,0,unknown,0
51,blue-collar,married,primary,0,-11,0,0,telephone,16,jul,126,4,362.0,0,unknown,0
32,technician,married,secondary,0,-1,0,0,cellular,14,aug,153,6,717.0,0,unknown,0
39,management,married,tertiary,0,-342,1,0,unknown,27,may,110,2,370.0,0,unknown,0
36,unemployed,married,tertiary,0,39385,0,0,cellular,1,oct,120,1,349.0,0,unknown,0
36,management,single,secondary,0,4394,1,0,cellular,14,apr,114,1,348.0,0,unknown,1
41,services,divorced,secondary,0,5745,1,1,cellular,15,may,69,3,357.0,1,failure,1
40,technician,single,tertiary,0,39,0,0,cellular,5,aug,130,2,344.0,0,unknown,0
51,technician,married,secondary,0,1446,1,0,unknown,4,jun,84,7,364.0,0,unknown,1
61,retired,married,secondary,0,479,0,0,cellular,22,jul,464,5,349.0,0,unknown,0
46,blue-collar,married,secondary,0,456,0,1,cellular,18,aug,618,6,412.0,0,unknown,0
50,blue-collar,married,primary,0,3924,1,0,cellular,20,apr,122,2,355.0,0,unknown,0
42,blue-collar,married,secondary,0,476,1,0,unknown,13,may,93,1,374.0,0,unknown,0
60,retired,married,secondary,0,0,0,0,cellular,25,aug,87,2,352.0,0,unknown,0
72,retired,married,tertiary,0,0,0,0,cellular,13,feb,99,1,368.0,0,unknown,1
56,admin.,married,secondary,0,699,0,0,unknown,7,jun,54,1,346.0,0,unknown,0
32,self-employed,single,secondary,0,518,1,0,cellular,18,may,34,7,385.0,0,unknown,0
31,blue-collar,single,secondary,0,17,1,0,cellular,12,may,296,1,349.0,0,unknown,1
31,management,single,tertiary,0,6495,0,0,cellular,4,may,383,2,35.0,3,failure,0
39,services,single,secondary,0,1281,1,1,cellular,29,jan,177,1,358.0,0,unknown,1
39,services,divorced,unknown,0,434,1,0,telephone,24,jul,553,6,345.0,0,unknown,0
37,management,married,tertiary,0,223,0,0,unknown,18,jun,24,10,357.0,0,unknown,0
47,services,single,secondary,0,917,0,0,cellular,29,jul,293,2,356.0,0,unknown,1
57,retired,married,tertiary,0,815,0,0,cellular,8,aug,385,2,344.0,0,unknown,0
30,management,married,tertiary,0,696,0,0,cellular,22,aug,187,4,370.0,0,unknown,0
50,self-employed,married,secondary,0,6174,1,1,unknown,29,may,456,1,346.0,0,unknown,0
63,entrepreneur,married,secondary,0,3904,0,0,telephone,4,aug,250,2,187.0,2,success,0
25,blue-collar,single,secondary,0,0,1,0,cellular,13,may,44,9,481.0,0,unknown,0
38,blue-collar,divorced,secondary,0,1686,1,0,unknown,19,jun,9,28,360.0,0,unknown,1
34,unknown,married,unknown,0,164,0,0,cellular,4,aug,119,2,493.0,0,unknown,1
49,management,divorced,tertiary,0,108,1,0,cellular,12,may,288,2,350.0,2,failure,1
33,blue-collar,married,primary,0,3868,1,0,unknown,2,jun,445,1,363.0,0,unknown,0
60,blue-collar,married,unknown,0,3538,0,0,unknown,11,jun,261,1,370.0,0,unknown,1
35,entrepreneur,married,tertiary,0,0,0,0,cellular,18,nov,150,4,356.0,0,unknown,0
37,housemaid,married,secondary,0,167,1,0,cellular,21,jul,225,3,357.0,0,unknown,1
37,technician,divorced,secondary,0,2610,1,0,cellular,13,may,53,1,359.0,0,unknown,1
42,management,single,tertiary,0,1156,1,0,unknown,4,jul,62,1,368.0,0,unknown,1
51,housemaid,divorced,secondary,0,330,0,0,telephone,21,nov,218,3,363.0,0,unknown,0
27,blue-collar,single,secondary,0,-289,1,1,cellular,5,may,94,5,367.0,0,unknown,0
33,technician,single,tertiary,0,1393,1,0,cellular,18,jul,1127,3,358.0,0,unknown,0
34,unemployed,single,secondary,0,9,1,0,unknown,14,may,153,2,358.0,0,unknown,1
37,management,single,secondary,0,34,1,0,unknown,29,may,285,1,343.0,0,unknown,0
53,blue-collar,single,unknown,0,1555,1,0,unknown,27,may,383,2,365.0,0,unknown,1
34,technician,single,secondary,0,2683,0,0,cellular,28,jul,73,2,344.0,0,unknown,1
50,technician,single,secondary,0,246,1,0,cellular,17,nov,270,1,123.0,2,failure,1
31,services,married,secondary,0,-346,0,0,unknown,9,may,187,1,440.0,0,unknown,0
43,blue-collar,divorced,secondary,0,59,1,0,cellular,13,apr,157,3,592.0,0,unknown,0
59,management,married,secondary,0,-1246,0,0,telephone,29,jul,175,2,532.0,0,unknown,0
39,management,married,secondary,0,-810,0,1,cellular,14,jul,77,2,370.0,0,unknown,1
41,management,single,tertiary,0,260,0,0,cellular,4,aug,149,1,358.0,0,unknown,1
31,management,single,tertiary,0,220,1,0,cellular,4,nov,257,2,184.0,2,failure,0
32,technician,single,secondary,0,-138,0,0,cellular,16,jul,278,2,343.0,0,unknown,1
38,housemaid,married,secondary,0,0,0,0,cellular,15,jul,105,7,348.0,0,unknown,0
43,blue-collar,single,secondary,0,747,0,0,unknown,29,may,685,2,350.0,0,unknown,0
30,technician,single,tertiary,0,0,1,0,cellular,18,nov,342,2,174.0,1,failure,0
63,retired,married,primary,0,1084,0,0,cellular,14,oct,201,1,183.0,1,success,0
58,management,married,tertiary,0,256,0,0,cellular,14,jun,508,1,186.0,4,success,0
30,technician,single,secondary,0,-123,0,1,cellular,21,aug,120,2,355.0,0,unknown,1
59,admin.,married,secondary,0,1575,1,0,cellular,12,may,301,3,263.0,11,success,1
34,management,married,tertiary,0,443,0,0,cellular,18,jun,235,3,344.0,0,unknown,0
60,housemaid,married,primary,0,211,0,0,cellular,21,aug,406,1,374.0,0,unknown,0
32,management,single,tertiary,0,316,1,0,cellular,29,jan,215,3,365.0,0,unknown,0
39,blue-collar,married,secondary,0,356,1,1,unknown,7,may,607,1,349.0,0,unknown,0
27,blue-collar,married,secondary,0,373,1,0,unknown,4,jun,49,1,357.0,0,unknown,0
22,student,single,secondary,0,216,0,0,cellular,8,feb,363,1,187.0,1,success,0
36,self-employed,married,secondary,0,189,1,0,cellular,22,jul,632,1,367.0,0,unknown,0
30,blue-collar,married,primary,0,135,1,0,telephone,17,jul,268,5,555.0,0,unknown,1
25,management,single,tertiary,0,436,0,0,cellular,30,apr,132,2,354.0,0,unknown,1
38,self-employed,married,primary,0,618,0,0,cellular,9,jul,184,1,360.0,0,unknown,1
30,blue-collar,single,secondary,0,1837,1,0,cellular,18,may,109,2,367.0,0,unknown,1
39,management,married,primary,0,13,0,0,unknown,2,jun,59,4,346.0,0,unknown,0
31,services,married,primary,0,-212,0,1,cellular,20,nov,911,4,343.0,0,unknown,1
57,admin.,single,secondary,0,2223,0,0,cellular,12,aug,1064,1,352.0,0,unknown,0
34,blue-collar,married,secondary,0,1221,1,0,cellular,5,feb,210,2,274.0,6,failure,1
38,technician,married,tertiary,0,-255,1,1,cellular,24,jul,63,1,346.0,0,unknown,1
45,blue-collar,married,primary,0,2523,1,0,cellular,13,may,110,4,356.0,0,unknown,0
49,blue-collar,married,primary,0,923,0,0,unknown,20,jun,471,2,394.0,0,unknown,0
31,blue-collar,married,secondary,0,1131,1,1,cellular,15,apr,126,1,148.0,6,failure,0
48,services,single,secondary,0,3778,1,0,unknown,3,jun,46,6,359.0,0,unknown,1
45,unemployed,single,secondary,0,382,1,1,cellular,18,may,182,1,370.0,0,unknown,1
60,technician,divorced,tertiary,0,-361,0,1,cellular,28,jul,76,6,350.0,0,unknown,0
41,unknown,married,unknown,0,779,0,0,cellular,30,jul,647,10,349.0,0,unknown,0
32,blue-collar,married,secondary,0,150,1,0,unknown,9,may,1178,4,343.0,0,unknown,0
36,management,single,tertiary,0,490,0,0,cellular,28,aug,207,8,98.0,1,failure,0
33,admin.,single,secondary,0,2557,1,0,cellular,18,may,186,1,367.0,0,unknown,1
39,blue-collar,married,primary,0,1014,0,0,cellular,30,jul,261,4,357.0,0,unknown,1
27,blue-collar,married,secondary,1,-584,1,0,cellular,7,may,411,2,349.0,0,unknown,1
56,technician,married,primary,0,314,1,1,cellular,30,jan,108,2,2.0,5,other,1
28,admin.,single,secondary,0,244,1,0,unknown,9,may,31,3,351.0,0,unknown,0
29,self-employed,married,tertiary,0,0,1,0,cellular,7,may,253,2,302.0,1,failure,1
32,services,divorced,secondary,0,454,1,0,cellular,18,jul,978,1,369.0,0,unknown,0
28,self-employed,single,secondary,0,242,1,0,cellular,30,jan,205,1,343.0,0,unknown,1
51,blue-collar,married,primary,0,1869,0,0,unknown,17,jun,30,3,352.0,0,unknown,0
45,blue-collar,married,secondary,0,17,1,0,cellular,18,nov,66,1,152.0,14,failure,1
29,services,married,secondary,0,417,1,0,cellular,28,jul,234,11,365.0,0,unknown,0
37,student,single,unknown,0,444,0,0,cellular,14,aug,137,1,102.0,5,success,0
37,admin.,single,secondary,0,9,1,0,cellular,14,may,165,1,344.0,0,unknown,1
27,student,single,tertiary,0,118,0,0,cellular,31,aug,160,3,98.0,1,failure,0
48,blue-collar,married,secondary,0,149,1,0,unknown,9,may,71,1,831.0,0,unknown,1
57,blue-collar,married,primary,0,249,1,0,unknown,5,may,164,1,350.0,0,unknown,1
54,admin.,married,secondary,0,0,1,1,cellular,23,jul,117,1,346.0,0,unknown,0
28,blue-collar,married,secondary,0,-42,1,0,cellular,15,may,192,1,364.0,3,other,1
29,entrepreneur,single,tertiary,0,219,1,0,cellular,18,may,76,2,356.0,1,failure,1
43,management,married,tertiary,0,8016,1,0,unknown,15,may,422,3,449.0,0,unknown,0
30,blue-collar,married,secondary,0,7,1,0,cellular,29,jul,197,4,351.0,0,unknown,0
33,entrepreneur,single,tertiary,0,138,0,0,cellular,4,feb,141,2,346.0,0,unknown,1
34,blue-collar,married,secondary,0,-53,1,0,cellular,12,may,196,2,357.0,1,failure,0
35,blue-collar,married,secondary,0,0,0,1,cellular,21,jul,72,4,361.0,0,unknown,0
37,blue-collar,married,secondary,0,395,1,0,cellular,17,apr,157,2,348.0,0,unknown,1
36,management,married,tertiary,0,3770,1,0,cellular,31,jul,150,4,363.0,0,unknown,0
37,blue-collar,married,primary,0,510,1,0,unknown,23,may,122,6,364.0,0,unknown,0
35,blue-collar,married,primary,0,690,1,0,unknown,26,may,880,3,356.0,0,unknown,0
29,blue-collar,married,secondary,0,721,1,0,cellular,23,jul,644,1,364.0,0,unknown,0
39,technician,married,unknown,0,880,1,0,unknown,16,may,29,1,343.0,0,unknown,1
41,management,married,tertiary,0,285,1,0,cellular,31,aug,90,4,147.0,4,failure,0
45,blue-collar,married,secondary,0,10252,0,0,cellular,4,may,675,2,360.0,0,unknown,0
27,services,single,secondary,0,139,0,0,cellular,25,jul,165,3,352.0,0,unknown,1
38,admin.,divorced,secondary,0,0,1,0,cellular,21,jul,93,1,371.0,0,unknown,1
29,management,married,tertiary,0,250,1,0,cellular,31,mar,371,2,257.0,1,other,0
29,management,married,tertiary,0,877,0,0,cellular,3,feb,166,3,347.0,0,unknown,1
38,blue-collar,married,secondary,0,332,1,0,unknown,12,may,184,4,371.0,0,unknown,0
46,technician,married,secondary,0,5681,0,0,telephone,31,jul,43,5,350.0,0,unknown,0
49,technician,married,secondary,0,662,0,0,unknown,18,jun,47,2,345.0,0,unknown,0
59,retired,divorced,tertiary,0,979,1,0,cellular,2,feb,281,1,385.0,0,unknown,0
36,blue-collar,married,secondary,0,1654,1,1,cellular,21,jul,167,2,366.0,0,unknown,1
41,blue-collar,married,primary,0,1356,1,0,cellular,13,may,50,2,389.0,0,unknown,1
32,blue-collar,single,secondary,1,-206,1,0,cellular,6,may,148,1,440.0,0,unknown,1
39,blue-collar,married,tertiary,0,200,1,0,cellular,16,apr,166,1,343.0,0,unknown,1
39,blue-collar,single,tertiary,0,172,1,0,cellular,9,feb,125,2,183.0,2,failure,0
44,management,single,secondary,0,3684,1,0,cellular,17,nov,35,3,370.0,0,unknown,1
53,blue-collar,married,secondary,0,1777,1,0,unknown,20,jun,253,1,350.0,0,unknown,1
37,blue-collar,married,secondary,0,1330,0,0,cellular,30,apr,390,1,350.0,0,unknown,1
49,blue-collar,married,primary,0,1,0,1,cellular,5,feb,98,1,210.0,1,other,0
50,technician,married,secondary,0,4,0,0,cellular,10,jul,200,5,357.0,0,unknown,0
39,admin.,married,secondary,0,732,0,0,cellular,23,apr,522,4,479.0,0,unknown,0
40,management,married,tertiary,0,3185,0,0,cellular,18,nov,109,1,344.0,0,unknown,1
58,blue-collar,married,secondary,0,6004,1,0,cellular,13,may,133,1,274.0,6,failure,0
29,blue-collar,divorced,primary,0,2597,1,0,unknown,27,may,112,3,351.0,0,unknown,1
49,management,married,tertiary,0,146,0,0,cellular,29,aug,86,2,350.0,0,unknown,0
41,technician,single,secondary,0,0,1,1,unknown,19,may,162,1,370.0,0,unknown,1
38,self-employed,divorced,secondary,1,2,0,0,cellular,20,nov,291,2,370.0,0,unknown,1
47,technician,single,unknown,0,77,1,0,unknown,9,may,83,4,356.0,0,unknown,1
41,admin.,married,secondary,0,437,1,0,cellular,2,feb,138,1,373.0,0,unknown,1
34,technician,married,secondary,0,2019,1,1,unknown,27,jun,102,1,389.0,0,unknown,1
48,management,divorced,tertiary,0,1492,1,0,unknown,26,may,249,2,370.0,0,unknown,1
23,blue-collar,single,secondary,0,27,1,0,unknown,2,jun,280,2,357.0,0,unknown,0
39,management,divorced,tertiary,0,9541,0,0,unknown,15,may,815,1,352.0,0,unknown,0
33,housemaid,married,primary,0,2293,1,0,cellular,19,nov,457,2,346.0,0,unknown,1
31,services,married,secondary,0,-68,1,0,unknown,26,may,293,4,344.0,0,unknown,0
30,technician,single,secondary,0,3286,1,0,cellular,9,apr,743,1,364.0,0,unknown,0
37,admin.,single,secondary,0,176,1,0,cellular,18,may,80,2,359.0,0,unknown,0
53,technician,divorced,secondary,0,2156,1,0,cellular,23,jul,671,4,348.0,0,unknown,0
43,blue-collar,married,primary,0,0,0,0,cellular,22,jun,570,3,360.0,0,unknown,0
34,technician,single,secondary,0,0,0,0,cellular,19,aug,130,2,850.0,0,unknown,1
48,admin.,divorced,unknown,0,244,1,0,unknown,9,may,280,1,364.0,0,unknown,1
59,blue-collar,married,primary,0,3302,0,0,telephone,15,apr,85,2,375.0,0,unknown,0
51,blue-collar,married,primary,0,19,0,0,cellular,26,aug,26,10,363.0,0,unknown,0
28,management,married,tertiary,0,3694,0,1,cellular,8,jul,70,2,355.0,0,unknown,1
52,retired,married,secondary,0,411,1,0,cellular,3,feb,180,3,200.0,10,other,1
36,blue-collar,married,secondary,0,3420,1,0,cellular,15,jul,98,2,347.0,0,unknown,1
40,management,divorced,tertiary,0,823,0,0,cellular,13,aug,159,4,351.0,0,unknown,1
57,retired,married,tertiary,0,11254,0,0,cellular,30,jul,229,2,345.0,0,unknown,0
48,admin.,married,secondary,0,182,1,0,unknown,6,may,180,2,345.0,0,unknown,1
21,technician,single,secondary,0,519,0,0,unknown,4,oct,5,1,347.0,0,unknown,0
50,blue-collar,single,primary,0,1743,1,0,unknown,6,jun,49,5,355.0,0,unknown,0
46,technician,single,secondary,0,1758,1,0,cellular,18,nov,109,1,367.0,0,unknown,0
30,management,single,tertiary,0,1191,0,0,cellular,11,aug,381,4,357.0,0,unknown,0
27,self-employed,single,tertiary,0,202,1,0,cellular,21,jul,678,1,369.0,0,unknown,0
37,admin.,divorced,secondary,0,1573,1,0,cellular,12,may,639,3,326.0,10,failure,0
37,management,married,tertiary,0,825,1,0,cellular,11,aug,214,5,357.0,0,unknown,0
30,blue-collar,married,primary,0,453,1,0,unknown,21,may,445,2,555.0,0,unknown,0
46,technician,married,secondary,0,167,0,0,cellular,19,aug,155,3,370.0,0,unknown,0
35,blue-collar,married,secondary,0,412,1,0,unknown,3,jun,316,1,344.0,0,unknown,1
31,services,single,secondary,0,85,0,0,cellular,16,jul,151,1,346.0,0,unknown,1
50,admin.,married,primary,0,429,0,0,unknown,29,may,60,2,362.0,0,unknown,0
35,management,single,tertiary,0,1396,1,0,cellular,13,may,809,1,300.0,1,failure,0
76,retired,married,secondary,0,2302,0,0,telephone,10,nov,345,2,490.0,0,unknown,1
35,management,single,tertiary,0,694,1,0,cellular,6,apr,129,1,808.0,0,unknown,0
26,student,single,tertiary,0,97,0,0,cellular,27,aug,382,1,346.0,0,unknown,0
31,management,single,tertiary,0,453,1,0,unknown,30,may,58,3,387.0,0,unknown,0
40,blue-collar,married,primary,0,572,1,1,cellular,17,apr,171,1,318.0,1,failure,1
30,management,single,tertiary,0,4210,0,0,cellular,12,aug,796,4,364.0,0,unknown,0
31,management,single,tertiary,0,8436,1,0,cellular,19,nov,162,2,374.0,0,unknown,0
31,services,married,secondary,0,520,1,0,unknown,12,may,123,7,461.0,0,unknown,0
40,services,divorced,primary,0,4,1,0,cellular,7,may,171,2,357.0,0,unknown,1
57,blue-collar,married,primary,0,403,1,0,telephone,17,feb,63,2,490.0,0,unknown,1
34,services,married,secondary,0,0,0,0,unknown,27,may,56,2,345.0,0,unknown,0
29,technician,married,secondary,0,492,1,0,cellular,9,jul,259,1,364.0,0,unknown,1
35,technician,single,secondary,0,450,1,0,cellular,13,may,63,1,361.0,0,unknown,0
33,technician,married,secondary,0,2666,0,0,cellular,19,aug,117,3,368.0,0,unknown,1
28,blue-collar,married,secondary,0,1021,1,0,cellular,20,apr,774,2,326.0,1,other,1
75,self-employed,married,unknown,0,4984,0,0,telephone,28,oct,509,1,374.0,0,unknown,1
52,technician,married,unknown,0,425,1,0,cellular,28,jan,219,2,254.0,3,failure,1
27,technician,single,secondary,0,3305,0,1,cellular,28,jul,78,3,344.0,0,unknown,1
31,blue-collar,single,primary,0,859,1,0,unknown,2,jun,80,1,353.0,0,unknown,1
44,management,married,secondary,0,4425,0,0,cellular,30,jul,477,2,771.0,0,unknown,0
46,housemaid,divorced,secondary,0,154,0,0,unknown,9,jun,79,1,360.0,0,unknown,1
38,blue-collar,single,secondary,0,2422,1,0,cellular,1,apr,257,2,355.0,0,unknown,1
56,services,divorced,secondary,0,476,0,0,cellular,11,aug,67,7,355.0,0,unknown,0
43,admin.,married,secondary,0,316,1,0,cellular,17,apr,289,1,348.0,0,unknown,1
45,management,divorced,primary,0,274,0,1,cellular,4,feb,101,1,369.0,0,unknown,1
34,admin.,married,secondary,0,-142,1,0,cellular,3,feb,107,3,363.0,0,unknown,1
53,blue-collar,married,secondary,0,-8,0,0,cellular,5,aug,794,1,345.0,0,unknown,0
33,management,single,tertiary,0,718,1,0,cellular,18,oct,104,1,111.0,4,success,0
25,student,single,tertiary,0,641,1,0,unknown,12,may,53,1,365.0,0,unknown,1
44,technician,single,secondary,0,293,1,0,cellular,8,may,345,2,358.0,1,failure,1
39,technician,single,secondary,0,316,0,0,cellular,8,aug,100,1,369.0,0,unknown,1
34,management,single,tertiary,0,9,0,0,cellular,11,jul,439,2,361.0,0,unknown,0
28,services,single,secondary,0,123,1,0,cellular,6,may,115,1,359.0,3,failure,1
43,admin.,single,secondary,0,2527,1,0,unknown,7,may,276,4,345.0,0,unknown,1
60,technician,married,secondary,0,259,0,0,cellular,6,jul,396,1,386.0,2,success,0
51,services,married,secondary,0,1703,1,0,cellular,7,may,101,1,350.0,0,unknown,0
46,management,married,tertiary,0,4693,0,1,cellular,7,aug,79,1,394.0,2,failure,1
32,technician,married,tertiary,0,-252,1,0,cellular,29,jul,52,4,356.0,0,unknown,1
34,management,single,tertiary,0,0,0,0,cellular,21,aug,191,2,357.0,0,unknown,1
33,blue-collar,single,secondary,0,264,1,0,cellular,17,apr,494,1,356.0,0,unknown,0
35,technician,married,secondary,0,19,1,0,unknown,9,may,130,2,343.0,0,unknown,0
30,services,married,secondary,0,2,0,1,unknown,23,may,50,3,359.0,0,unknown,0
38,technician,married,secondary,0,0,1,0,unknown,20,jun,111,1,364.0,0,unknown,1
37,admin.,single,tertiary,0,869,0,0,cellular,30,jul,60,8,355.0,0,unknown,1
35,admin.,divorced,secondary,0,30,0,0,unknown,23,may,186,1,364.0,0,unknown,1
32,blue-collar,married,secondary,0,944,0,0,cellular,13,may,231,2,362.0,1,other,1
32,admin.,married,tertiary,0,118,0,0,unknown,29,may,358,10,348.0,0,unknown,0
65,housemaid,married,primary,0,715,0,0,cellular,11,mar,323,1,346.0,0,unknown,1
47,technician,divorced,tertiary,0,194,0,0,unknown,20,jun,368,2,349.0,0,unknown,0
40,admin.,married,secondary,0,1565,1,1,cellular,17,nov,288,2,363.0,0,unknown,1
38,technician,married,secondary,0,2767,1,0,cellular,21,nov,711,2,439.0,0,unknown,0
37,management,single,tertiary,0,198,0,0,cellular,20,aug,304,5,347.0,0,unknown,0
64,retired,married,primary,0,43,0,0,cellular,11,mar,117,1,91.0,1,success,1
51,entrepreneur,married,primary,0,4711,0,0,unknown,19,jun,253,1,352.0,0,unknown,0
29,blue-collar,married,primary,0,201,1,0,cellular,27,mar,101,12,771.0,0,unknown,0
35,technician,single,secondary,0,433,1,0,unknown,8,may,163,2,357.0,0,unknown,1
49,self-employed,married,secondary,0,1878,1,1,unknown,23,may,283,11,344.0,0,unknown,0
56,blue-collar,married,primary,0,0,1,0,cellular,17,jul,82,1,364.0,0,unknown,0
43,technician,married,tertiary,0,1201,1,1,cellular,13,aug,84,3,358.0,0,unknown,1
33,technician,single,secondary,0,659,0,0,cellular,26,aug,274,2,542.0,0,unknown,1
