ID,p_hat
4139,0.8
4140,0.58
4141,0.3
4142,0.06
4143,0.74
4144,0.68
4145,0.58
4146,0.66
4147,0.32
4148,0.28
4149,0.26
4150,0.46
4151,0.78
4152,0.74
4153,0.52
4154,0.26
4155,0.44
4156,0.64
4157,0.62
4158,0.86
4159,0.46
4160,0.52
4161,0.14
4162,0.44
4163,0.62
4164,0.16
4165,0.52
4166,0.32
4167,0.6
4168,0.52
4169,0.28
4170,0.48
4171,0.04
4172,0.58
4173,0.52
4174,0.16
4175,0.22
4176,0.56
4177,0.5
4178,0.1
4179,0.28
4180,0.64
4181,0.12
4182,0.54
4183,0.66
4184,0.62
4185,0.24
4186,0.38
4187,0.58
4188,0.08
4189,0.62
4190,0.4
4191,0.38
4192,0.88
4193,0.04
4194,0.78
4195,0.52
4196,0.8
4197,0.08
4198,0.08
4199,0.2
4200,0.58
4201,0.1
4202,0.1
4203,0.68
4204,0.32
4205,0.22
4206,0.86
4207,0.7
4208,0.08
4209,0.58
4210,0.76
4211,0.96
4212,0.54
4213,0.2
4214,0.7
4215,0.56
4216,0.58
4217,0.6
4218,0.68
4219,0.78
4220,0.46
4221,0.4
4222,0.52
4223,0.38
4224,0.16
4225,0.72
4226,0.52
4227,0.36
4228,0.26
4229,0.62
4230,0.22
4231,0.26
4232,0.9
4233,0.5
4234,0.24
4235,0.88
4236,0.44
4237,0.86
4238,0.22
4239,0.48
4240,0.36
4241,0.48
4242,0.04
4243,0.9
4244,0.84
4245,0.74
4246,0.24
4247,0.72
4248,0.58
4249,0.2
4250,0.54
4251,0.7
4252,0.4
4253,0.06
4254,0.3
4255,0.54
4256,0.16
4257,0.28
4258,0.44
4259,0.38
4260,0.7
4261,0.28
4262,0.72
4263,0.64
4264,0.54
4265,0.52
4266,0.26
4267,0.12
4268,0.68
4269,0.32
4270,0.54
4271,0.36
4272,0.78
4273,0.18
4274,0.6
4275,0.42
4276,0.26
4277,0.5
4278,0.72
4279,0.68
4280,0.74
4281,0.44
4282,0.02
4283,0.68
4284,0.18
4285,0.88
4286,0.56
4287,0.24
4288,0.04
4289,0.14
4290,0.2
4291,0.48
4292,0.64
4293,0.46
4294,0.3
4295,0.02
4296,0.82
4297,0.18
4298,0.08
4299,0.36
4300,0.64
4301,0.08
4302,0.5
4303,0.18
4304,0.7
4305,0.52
4306,0.46
4307,0.18
4308,0.8
4309,0.66
4310,0.54
4311,0.48
4312,0.14
4313,0.58
4314,0.94
4315,0.26
4316,0.72
4317,0.08
4318,0.32
4319,0.6
4320,0.02
4321,0.28
4322,0.32
4323,0.18
4324,0.7
4325,0.2
4326,0.72
4327,0.28
4328,0.68
4329,0.06
4330,0.46
4331,0.68
4332,0.04
4333,0.22
4334,0.46
4335,0.46
4336,0.3
4337,0.46
4338,0.16
4339,0.34
4340,0.98
4341,0.2
4342,0.52
4343,0.28
4344,0.2
4345,0.16
4346,0.72
4347,0.3
4348,0.3
4349,0.08
4350,0.6
4351,0.32
4352,0.56
4353,0.16
4354,0.16
4355,0.34
4356,0.8
4357,0.28
4358,0.72
4359,0.3
4360,0.78
4361,0.16
4362,0.06
4363,0.88
4364,0.54
4365,0.06
4366,0.38
4367,0.4
4368,0.38
4369,0.06
4370,0.94
4371,0.24
4372,0.32
4373,0.46
4374,0.16
4375,0.62
4376,0.32
4377,0.76
4378,0.2
4379,0.26
4380,0.48
4381,0.64
4382,0.48
4383,0.1
4384,0.72
4385,0.4
4386,0.34
4387,0.14
4388,0.12
4389,0.3
4390,0.32
4391,0.06
4392,0.36
4393,0.42
4394,0.44
4395,0.16
4396,0.08
4397,0.28
4398,0.5
4399,0.28
4400,0.32
4401,0.08
4402,0.46
4403,0.38
4404,0.2
4405,0.32
4406,0.52
4407,0.3
4408,0.82
4409,0.3
4410,0.14
4411,0.46
4412,0.68
4413,0.8
4414,0.84
4415,0.52
4416,0.16
4417,0.22
4418,0.76
4419,0.92
4420,0.24
4421,0.22
4422,0.18
4423,0.48
4424,0.62
4425,0.36
4426,0.58
4427,0.78
4428,0.48
4429,0.1
4430,0.24
4431,0.4
4432,0.66
4433,0.56
4434,0.04
4435,0.34
4436,0.2
4437,0.14
4438,0.34
4439,0.54
4440,0.1
4441,0.5
4442,0.68
4443,0.08
4444,0.62
4445,0.08
4446,0.22
4447,0.2
4448,0.26
4449,0.9
4450,0.18
4451,0.16
4452,0.78
4453,0.76
4454,0.22
4455,0.24
4456,0.74
4457,0.7
4458,0.36
4459,0.42
4460,0.36
4461,0.2
4462,0.2
4463,0.48
4464,0.12
4465,0.66
4466,0.78
4467,0.7
4468,0.22
4469,0.14
4470,0.32
4471,0.88
4472,0.14
4473,0.56
4474,0.4
4475,0.16
4476,0.3
4477,0.5
4478,0.04
4479,0.86
4480,0.38
4481,0.46
4482,0.14
4483,0.46
4484,0.2
4485,0.18
4486,0.64
4487,0.16
4488,0.48
4489,0.2
4490,0.32
4491,0.32
4492,0.12
4493,0.58
4494,0.16
4495,0.2
4496,0.18
4497,0.16
4498,0.44
4499,0.3
4500,0.68
4501,0.4
4502,0.84
4503,0.8
4504,0.92
4505,0.22
4506,0.76
4507,0.4
4508,0.34
4509,0.32
4510,0.72
4511,0.6
4512,0.98
4513,0.72
4514,0.72
4515,0.68
4516,0.86
4517,0.58
4518,0.06
4519,0.5
4520,0.48
4521,0.36
4522,0.9
4523,0.52
4524,0.14
4525,0.34
4526,0.38
4527,0.14
4528,0.12
4529,0.56
4530,0.56
4531,0.14
4532,0.22
4533,0.08
4534,0.44
4535,0.46
4536,0.7
4537,0.74
4538,0.32
4539,0.02
4540,0.16
4541,0.28
4542,0.72
4543,0.22
4544,0.06
4545,0.04
4546,0.52
4547,0.02
4548,0.12
4549,0.2
4550,0.2
4551,0.72
4552,0.58
4553,0.8
4554,0.64
4555,0.28
4556,0.54
4557,0.72
4558,0.22
4559,0.58
4560,0.4
4561,0.72
4562,0.3
4563,0.74
4564,0.46
4565,0.8
4566,0.74
4567,0.42
4568,0.16
4569,0.6
4570,0.64
4571,0.48
4572,0.14
4573,0.46
4574,0.6
4575,0.1
4576,0.12
4577,0.18
4578,0.3
4579,0.12
4580,0.62
4581,0.78
4582,0.76
4583,0.66
4584,0.66
4585,0.12
4586,0.66
4587,0.4
4588,0.52
4589,0.76
4590,0.66
4591,0.84
4592,0.1
4593,0.6
4594,0.12
4595,0.86
4596,0.44
4597,0.56
4598,0.6
4599,0.04
4600,0.56
4601,0.68
4602,0.06
4603,0.28
4604,0.4
4605,0.22
4606,0.22
4607,0.34
4608,0.1
4609,0.74
4610,0.005
4611,0.2
4612,0.46
4613,0.84
4614,0.28
4615,0.22
4616,0.62
4617,0.32
4618,0.36
4619,0.08
4620,0.38
4621,0.52
4622,0.64
4623,0.52
4624,0.88
4625,0.12
4626,0.5
4627,0.14
4628,0.66
4629,0.34
4630,0.4
4631,0.58
4632,0.34
4633,0.48
4634,0.32
4635,0.56
4636,0.005
4637,0.38
4638,0.68
4639,0.46
4640,0.32
4641,0.08
4642,0.8
4643,0.02
4644,0.1
4645,0.34
4646,0.14
4647,0.72
4648,0.08
4649,0.6
4650,0.64
4651,0.32
4652,0.76
4653,0.12
4654,0.46
4655,0.76
4656,0.36
4657,0.18
4658,0.005
4659,0.1
4660,0.8
4661,0.28
4662,0.16
4663,0.36
4664,0.44
4665,0.54
4666,0.4
4667,0.52
4668,0.26
4669,0.3
4670,0.04
4671,0.72
4672,0.58
4673,0.1
4674,0.5
4675,0.16
4676,0.56
4677,0.22
4678,0.56
4679,0.2
4680,0.14
4681,0.18
4682,0.84
4683,0.36
4684,0.36
4685,0.7
4686,0.18
4687,0.12
4688,0.64
4689,0.36
4690,0.4
4691,0.84
4692,0.88
4693,0.3
4694,0.36
4695,0.44
4696,0.22
4697,0.74
4698,0.08
4699,0.78
4700,0.42
4701,0.26
4702,0.04
4703,0.6
4704,0.52
4705,0.72
4706,0.86
4707,0.26
4708,0.4
4709,0.18
4710,0.36
4711,0.26
4712,0.48
4713,0.64
4714,0.34
4715,0.68
4716,0.86
4717,0.08
4718,0.88
4719,0.22
4720,0.24
4721,0.56
4722,0.6
4723,0.22
4724,0.78
4725,0.38
4726,0.2
4727,0.4
4728,0.6
4729,0.78
4730,0.38
4731,0.28
4732,0.4
4733,0.02
4734,0.56
4735,0.26
4736,0.34
4737,0.62
4738,0.62
4739,0.14
4740,0.54
4741,0.64
4742,0.52
4743,0.76
4744,0.2
4745,0.9
4746,0.26
4747,0.62
4748,0.76
4749,0.48
4750,0.54
4751,0.34
4752,0.36
4753,0.1
4754,0.28
4755,0.24
4756,0.74
4757,0.14
4758,0.78
4759,0.32
4760,0.66
4761,0.36
4762,0.38
4763,0.16
4764,0.44
4765,0.86
4766,0.68
4767,0.84
4768,0.2
4769,0.12
4770,0.1
4771,0.72
4772,0.34
4773,0.8
4774,0.24
4775,0.7
4776,0.38
4777,0.24
4778,0.08
4779,0.1
4780,0.42
4781,0.1
4782,0.62
4783,0.4
4784,0.8
4785,0.12
4786,0.1
4787,0.26
4788,0.58
4789,0.62
4790,0.78
4791,0.98
4792,0.24
4793,0.12
4794,0.12
4795,0.66
4796,0.42
4797,0.08
4798,0.06
4799,0.1
4800,0.64
4801,0.14
4802,0.86
4803,0.58
4804,0.44
4805,0.84
4806,0.58
4807,0.8
4808,0.6
4809,0.76
4810,0.36
4811,0.6
4812,0.6
4813,0.66
4814,0.42
4815,0.52
4816,0.3
4817,0.14
4818,0.5
4819,0.14
4820,0.6
4821,0.74
4822,0.72
4823,0.76
4824,0.72
4825,0.42
4826,0.56
4827,0.18
4828,0.32
4829,0.36
4830,0.36
4831,0.78
4832,0.18
4833,0.62
4834,0.74
4835,0.36
4836,0.48
4837,0.5
4838,0.22
4839,0.06
4840,0.72
4841,0.6
4842,0.36
4843,0.28
4844,0.76
4845,0.12
4846,0.72
4847,0.48
4848,0.6
4849,0.5
4850,0.38
4851,0.6
4852,0.54
4853,0.24
4854,0.12
4855,0.44
4856,0.26
4857,0.6
4858,0.52
4859,0.26
4860,0.52
4861,0.74
4862,0.3
4863,0.46
4864,0.26
4865,0.68
4866,0.78
4867,0.08
4868,0.68
4869,0.84
4870,0.46
4871,0.3
4872,0.24
4873,0.62
4874,0.34
4875,0.32
4876,0.34
4877,0.14
4878,0.78
4879,0.6
4880,0.7
4881,0.58
4882,0.76
4883,0.62
4884,0.7
4885,0.48
4886,0.54
4887,0.48
4888,0.2
4889,0.08
4890,0.74
4891,0.48
4892,0.38
4893,0.6
4894,0.7
4895,0.46
4896,0.7
4897,0.76
4898,0.06
4899,0.7
4900,0.12
4901,0.88
4902,0.38
4903,0.1
4904,0.68
4905,0.76
4906,0.56
4907,0.22
4908,0.56
4909,0.08
4910,0.14
4911,0.52
4912,0.22
4913,0.66
4914,0.48
4915,0.52
4916,0.82
4917,0.42
4918,0.46
4919,0.8
4920,0.78
4921,0.84
4922,0.005
4923,0.58
4924,0.4
4925,0.64
4926,0.38
4927,0.5
4928,0.14
4929,0.84
4930,0.42
4931,0.2
4932,0.78
4933,0.6
4934,0.18
4935,0.86
4936,0.64
4937,0.58
4938,0.36
4939,0.4
4940,0.22
4941,0.12
4942,0.88
4943,0.42
4944,0.72
4945,0.82
4946,0.56
4947,0.62
4948,0.74
4949,0.34
4950,0.9
4951,0.18
4952,0.28
4953,0.58
4954,0.18
4955,0.42
4956,0.94
4957,0.76
4958,0.54
4959,0.38
4960,0.72
4961,0.82
4962,0.68
4963,0.5
4964,0.92
4965,0.12
4966,0.54
4967,0.36
4968,0.26
4969,0.86
4970,0.84
4971,0.62
4972,0.76
4973,0.06
4974,0.2
4975,0.3
4976,0.14
4977,0.2
4978,0.9
4979,0.54
4980,0.18
4981,0.38
4982,0.14
4983,0.12
4984,0.52
4985,0.7
4986,0.78
4987,0.7
4988,0.76
4989,0.62
4990,0.02
4991,0.42
4992,0.14
4993,0.24
4994,0.26
4995,0.84
4996,0.82
4997,0.08
4998,0.56
4999,0.2
5000,0.36
5001,0.08
5002,0.74
5003,0.38
5004,0.02
5005,0.72
5006,0.3
5007,0.22
5008,0.34
5009,0.24
5010,0.36
5011,0.66
5012,0.3
5013,0.26
5014,0.88
5015,0.36
5016,0.08
5017,0.36
5018,0.52
5019,0.28
5020,0.32
5021,0.2
5022,0.72
5023,0.64
5024,0.02
5025,0.36
5026,0.06
5027,0.16
5028,0.14
5029,0.86
5030,0.52
5031,0.92
5032,0.42
5033,0.64
5034,0.64
5035,0.28
5036,0.6
5037,0.98
5038,0.28
5039,0.7
5040,0.42
5041,0.22
5042,0.32
5043,0.24
5044,0.82
5045,0.58
5046,0.24
5047,0.52
5048,0.26
5049,0.72
5050,0.52
5051,0.62
5052,0.06
5053,0.38
5054,0.34
5055,0.72
5056,0.28
5057,0.5
5058,0.78
5059,0.6
5060,0.02
5061,0.24
5062,0.24
5063,0.26
5064,0.3
5065,0.58
5066,0.56
5067,0.52
5068,0.48
5069,0.52
5070,0.58
5071,0.58
5072,0.62
5073,0.24
5074,0.42
5075,0.36
5076,0.64
5077,0.76
5078,0.14
5079,0.06
5080,0.36
5081,0.52
5082,0.56
5083,0.44
5084,0.04
5085,0.88
5086,0.6
5087,0.76
5088,0.36
5089,0.76
5090,0.32
5091,0.06
5092,0.72
5093,0.7
5094,0.16
5095,0.58
5096,0.12
5097,0.22
5098,0.26
5099,0.4
5100,0.32
5101,0.78
5102,0.62
5103,0.68
5104,0.64
5105,0.92
5106,0.06
5107,0.52
5108,0.6
5109,0.26
5110,0.62
5111,0.02
5112,0.68
5113,0.7
5114,0.6
5115,0.18
5116,0.74
5117,0.34
5118,0.72
5119,0.2
5120,0.82
5121,0.52
5122,0.06
5123,0.6
5124,0.2
5125,0.14
5126,0.54
5127,0.68
5128,0.58
5129,0.54
5130,0.48
5131,0.26
5132,0.26
5133,0.48
5134,0.34
5135,0.32
5136,0.54
5137,0.08
5138,0.06
5139,0.32
5140,0.4
5141,0.88
5142,0.84
5143,0.64
5144,0.24
5145,0.42
5146,0.2
5147,0.02
5148,0.42
5149,0.84
5150,0.48
5151,0.36
5152,0.08
5153,0.2
5154,0.56
5155,0.42
5156,0.54
5157,0.38
5158,0.58
5159,0.14
5160,0.32
5161,0.4
5162,0.64
5163,0.26
5164,0.68
5165,0.18
5166,0.005
5167,0.12
5168,0.48
5169,0.52
5170,0.64
5171,0.52
5172,0.62
5173,0.32
5174,0.52
5175,0.64
5176,0.82
5177,0.34
5178,0.46
5179,0.38
5180,0.54
5181,0.24
5182,0.22
5183,0.74
5184,0.46
5185,0.18
5186,0.48
5187,0.22
5188,0.56
5189,0.62
5190,0.4
5191,0.16
5192,0.54
5193,0.74
5194,0.84
5195,0.3
5196,0.18
5197,0.42
5198,0.82
5199,0.28
5200,0.06
5201,0.2
5202,0.38
5203,0.96
5204,0.2
5205,0.28
5206,0.34
5207,0.82
5208,0.54
5209,0.84
5210,0.78
5211,0.42
5212,0.32
5213,0.1
5214,0.44
5215,0.76
5216,0.36
5217,0.36
5218,0.86
5219,0.28
5220,0.3
5221,0.3
5222,0.6
5223,0.18
5224,0.68
5225,0.14
5226,0.1
5227,0.76
5228,0.36
5229,0.68
5230,0.46
5231,0.8
5232,0.64
5233,0.18
5234,0.3
5235,0.06
5236,0.44
5237,0.26
5238,0.18
5239,0.86
5240,0.1
5241,0.58
5242,0.7
5243,0.1
5244,0.4
5245,0.72
5246,0.24
5247,0.66
5248,0.58
5249,0.78
5250,0.08
5251,0.86
5252,0.38
5253,0.14
5254,0.4
5255,0.16
5256,0.7
5257,0.58
5258,0.16
5259,0.56
5260,0.46
5261,0.14
5262,0.64
5263,0.44
5264,0.16
5265,0.12
5266,0.72
5267,0.3
5268,0.7
5269,0.06
5270,0.1
5271,0.36
5272,0.32
5273,0.52
5274,0.34
5275,0.84
5276,0.24
5277,0.6
5278,0.48
5279,0.8
5280,0.22
5281,0.9
5282,0.2
5283,0.42
5284,0.24
5285,0.86
5286,0.48
5287,0.24
5288,0.12
5289,0.42
5290,0.24
5291,0.92
5292,0.36
5293,0.16
5294,0.34
5295,0.82
5296,0.24
5297,0.28
5298,0.16
5299,0.06
5300,0.72
5301,0.68
5302,0.58
5303,0.14
5304,0.26
5305,0.72
5306,0.12
5307,0.14
5308,0.12
5309,0.66
5310,0.58
5311,0.08
5312,0.24
5313,0.12
5314,0.22
5315,0.68
5316,0.58
5317,0.72
5318,0.52
5319,0.44
5320,0.36
5321,0.46
5322,0.38
5323,0.26
5324,0.34
5325,0.24
5326,0.34
5327,0.12
5328,0.38
5329,0.86
5330,0.74
5331,0.3
5332,0.86
5333,0.68
5334,0.32
5335,0.24
5336,0.88
5337,0.08
5338,0.56
5339,0.68
5340,0.56
5341,0.54
5342,0.12
5343,0.12
5344,0.32
5345,0.38
5346,0.06
5347,0.24
5348,0.34
5349,0.52
5350,0.12
5351,0.62
5352,0.52
5353,0.22
5354,0.76
5355,0.68
5356,0.24
5357,0.16
5358,0.22
5359,0.88
5360,0.54
5361,0.08
5362,0.86
5363,0.28
5364,0.22
5365,0.26
5366,0.64
5367,0.58
5368,0.02
5369,0.7
5370,0.38
5371,0.78
5372,0.14
5373,0.8
5374,0.12
5375,0.2
5376,0.2
5377,0.44
5378,0.78
5379,0.04
5380,0.62
5381,0.52
5382,0.06
5383,0.3
5384,0.22
5385,0.6
5386,0.3
5387,0.36
5388,0.04
5389,0.24
5390,0.66
5391,0.72
5392,0.44
5393,0.34
5394,0.58
5395,0.74
5396,0.22
5397,0.38
5398,0.12
5399,0.68
5400,0.5
5401,0.24
5402,0.84
5403,0.48
5404,0.24
5405,0.08
5406,0.22
5407,0.22
5408,0.32
5409,0.72
5410,0.26
5411,0.28
5412,0.46
5413,0.16
5414,0.12
5415,0.42
5416,0.34
5417,0.46
5418,0.4
5419,0.3
5420,0.14
5421,0.42
5422,0.38
5423,0.16
5424,0.8
5425,0.58
5426,0.02
5427,0.38
5428,0.48
5429,0.14
5430,0.54
5431,0.72
5432,0.42
5433,0.3
5434,0.68
5435,0.5
5436,0.34
5437,0.16
5438,0.56
5439,0.4
5440,0.54
5441,0.56
5442,0.22
5443,0.74
5444,0.3
5445,0.76
5446,0.4
5447,0.22
5448,0.72
5449,0.98
5450,0.74
5451,0.74
5452,0.58
5453,0.34
5454,0.02
5455,0.4
5456,0.08
5457,0.58
5458,0.64
5459,0.22
5460,0.24
5461,0.92
5462,0.92
5463,0.38
5464,0.46
5465,0.34
5466,0.46
5467,0.8
5468,0.58
5469,0.58
5470,0.26
5471,0.16
5472,0.74
5473,0.68
5474,0.62
5475,0.36
5476,0.26
5477,0.38
5478,0.2
5479,0.88
5480,0.94
5481,0.64
5482,0.48
5483,0.02
5484,0.76
5485,0.62
5486,0.48
5487,0.66
5488,0.06
5489,0.16
5490,0.78
5491,0.3
5492,0.48
5493,0.76
5494,0.38
5495,0.54
5496,0.94
5497,0.78
5498,0.32
5499,0.16
5500,0.72
5501,0.22
5502,0.9
5503,0.22
5504,0.74
5505,0.16
5506,0.68
5507,0.76
5508,0.28
5509,0.6
5510,0.28
5511,0.2
5512,0.28
5513,0.2
5514,0.32
5515,0.24
5516,0.54
5517,0.2
5518,0.44
5519,0.44
5520,0.14
5521,0.42
5522,0.66
5523,0.88
5524,0.52
5525,0.44
5526,0.88
5527,0.9
5528,0.42
5529,0.62
5530,0.44
5531,0.12
5532,0.92
5533,0.16
5534,0.68
5535,0.12
5536,0.26
5537,0.5
5538,0.66
5539,0.64
5540,0.82
5541,0.56
5542,0.48
5543,0.44
5544,0.74
5545,0.68
5546,0.6
5547,0.38
5548,0.08
5549,0.68
5550,0.42
5551,0.94
5552,0.14
5553,0.1
5554,0.32
5555,0.2
5556,0.12
5557,0.26
5558,0.66
5559,0.56
5560,0.6
5561,0.62
5562,0.76
5563,0.92
5564,0.48
5565,0.42
5566,0.6
5567,0.28
5568,0.18
5569,0.42
5570,0.94
5571,0.76
5572,0.2
5573,0.32
5574,0.86
5575,0.58
5576,0.5
5577,0.62
5578,0.44
5579,0.46
5580,0.56
5581,0.16
5582,0.24
5583,0.66
5584,0.22
5585,0.68
5586,0.84
5587,0.64
5588,0.7
5589,0.2
5590,0.72
5591,0.32
5592,0.54
5593,0.4
5594,0.3
5595,0.8
5596,0.36
5597,0.96
5598,0.52
5599,0.54
5600,0.4
5601,0.68
5602,0.5
5603,0.22
5604,0.2
5605,0.28
5606,0.08
5607,0.54
5608,0.58
5609,0.52
5610,0.38
5611,0.02
5612,0.66
5613,0.06
5614,0.56
5615,0.32
5616,0.24
5617,0.8
5618,0.48
5619,0.18
5620,0.26
5621,0.76
5622,0.46
5623,0.18
5624,0.74
5625,0.36
5626,0.76
5627,0.56
5628,0.72
5629,0.4
5630,0.66
5631,0.16
5632,0.14
5633,0.18
5634,0.66
5635,0.22
5636,0.9
5637,0.26
5638,0.12
5639,0.18
5640,0.24
5641,0.42
5642,0.14
5643,0.4
5644,0.68
5645,0.6
5646,0.36
5647,0.3
5648,0.68
5649,0.02
5650,0.06
5651,0.2
5652,0.76
5653,0.16
5654,0.24
5655,0.14
5656,0.56
5657,0.28
5658,0.54
5659,0.54
5660,0.02
5661,0.1
5662,0.6
5663,0.74
5664,0.26
5665,0.72
5666,0.74
5667,0.22
5668,0.64
5669,0.76
5670,0.26
5671,0.46
5672,0.54
5673,0.2
5674,0.4
5675,0.82
5676,0.7
5677,0.02
5678,0.58
5679,0.62
5680,0.3
5681,0.52
5682,0.3
5683,0.72
5684,0.82
5685,0.42
5686,0.16
5687,0.58
5688,0.12
5689,0.26
5690,0.86
5691,0.94
5692,0.44
5693,0.84
5694,0.38
5695,0.54
5696,0.62
5697,0.26
5698,0.54
5699,0.12
5700,0.92
5701,0.44
5702,0.06
5703,0.76
5704,0.06
5705,0.54
5706,0.7
5707,0.12
5708,0.6
5709,0.6
5710,0.6
5711,0.5
5712,0.12
5713,0.66
5714,0.44
5715,0.6
5716,0.18
5717,0.06
5718,0.56
5719,0.62
5720,0.16
5721,0.82
5722,0.38
5723,0.12
5724,0.3
5725,0.4
5726,0.6
5727,0.38
5728,0.36
5729,0.64
5730,0.26
5731,0.64
5732,0.44
5733,0.1
5734,0.32
5735,0.52
5736,0.36
5737,0.44
5738,0.26
5739,0.18
5740,0.38
5741,0.02
5742,0.22
5743,0.4
5744,0.64
5745,0.34
5746,0.24
5747,0.2
5748,0.82
5749,0.94
5750,0.52
5751,0.26
5752,0.26
5753,0.1
5754,0.08
5755,0.68
5756,0.3
5757,0.24
5758,0.18
5759,0.28
5760,0.34
5761,0.72
5762,0.86
5763,0.4
5764,0.36
5765,0.36
5766,0.92
5767,0.4
5768,0.76
5769,0.3
5770,0.46
5771,0.46
5772,0.18
5773,0.76
5774,0.18
5775,0.08
5776,0.42
5777,0.48
5778,0.62
5779,0.58
5780,0.58
5781,0.62
5782,0.46
5783,0.58
5784,0.3
5785,0.76
5786,0.6
5787,0.8
5788,0.5
5789,0.64
5790,0.3
5791,0.56
5792,0.34
5793,0.3
5794,0.3
5795,0.42
5796,0.52
5797,0.24
5798,0.26
5799,0.42
5800,0.68
5801,0.32
5802,0.4
5803,0.16
5804,0.14
5805,0.64
5806,0.28
5807,0.56
5808,0.42
5809,0.86
5810,0.46
5811,0.14
5812,0.72
5813,0.44
5814,0.02
5815,0.38
5816,0.34
5817,0.22
5818,0.26
5819,0.82
5820,0.18
5821,0.08
5822,0.6
5823,0.78
5824,0.52
5825,0.08
5826,0.76
5827,0.78
5828,0.86
5829,0.2
5830,0.38
5831,0.16
5832,0.34
5833,0.64
5834,0.54
5835,0.3
5836,0.28
5837,0.08
5838,0.08
5839,0.08
5840,0.64
5841,0.4
5842,0.58
5843,0.62
5844,0.88
5845,0.62
5846,0.34
5847,0.66
5848,0.6
5849,0.2
5850,0.52
5851,0.14
5852,0.52
5853,0.2
5854,0.38
5855,0.4
5856,0.1
5857,0.54
5858,0.62
5859,0.8
5860,0.2
5861,0.48
5862,0.18
5863,0.56
5864,0.82
5865,0.56
5866,0.46
5867,0.12
5868,0.38
5869,0.36
5870,0.7
5871,0.52
5872,0.24
5873,0.46
5874,0.66
5875,0.14
5876,0.42
5877,0.72
5878,0.74
5879,0.44
5880,0.74
5881,0.12
5882,0.54
5883,0.6
5884,0.38
5885,0.7
5886,0.26
5887,0.02
5888,0.44
5889,0.38
5890,0.64
5891,0.66
5892,0.36
5893,0.48
5894,0.6
5895,0.6
5896,0.8
5897,0.58
5898,0.28
5899,0.54
5900,0.42
5901,0.76
5902,0.28
5903,0.26
5904,0.68
5905,0.84
5906,0.62
5907,0.56
5908,0.58
5909,0.22
5910,0.74
5911,0.04
5912,0.62
5913,0.54
5914,0.46
5915,0.22
5916,0.54
5917,0.52
5918,0.22
5919,0.2
5920,0.42
5921,0.14
5922,0.2
5923,0.14
5924,0.2
5925,0.6
5926,0.64
5927,0.24
5928,0.3
5929,0.44
5930,0.66
5931,0.02
5932,0.16
5933,0.32
5934,0.12
5935,0.16
5936,0.78
5937,0.06
5938,0.38
5939,0.14
5940,0.12
5941,0.26
5942,0.56
5943,0.52
5944,0.92
5945,0.7
5946,0.52
5947,0.86
5948,0.82
5949,0.66
5950,0.64
5951,0.9
5952,0.36
5953,0.52
5954,0.7
5955,0.6
5956,0.36
5957,0.56
5958,0.68
5959,0.7
5960,0.32
5961,0.56
5962,0.26
5963,0.46
5964,0.68
5965,0.16
5966,0.3
5967,0.68
5968,0.32
5969,0.64
5970,0.26
5971,0.92
5972,0.4
5973,0.7
5974,0.92
5975,0.68
5976,0.14
5977,0.46
5978,0.14
5979,0.22
5980,0.44
5981,0.36
5982,0.36
5983,0.74
5984,0.56
5985,0.7
5986,0.06
5987,0.36
5988,0.5
5989,0.76
5990,0.8
5991,0.38
5992,0.3
5993,0.42
5994,0.1
5995,0.48
5996,0.86
5997,0.68
5998,0.26
5999,0.26
6000,0.34
6001,0.94
6002,0.24
6003,0.08
6004,0.28
6005,0.42
6006,0.04
6007,0.38
6008,0.74
6009,0.44
6010,0.06
6011,0.74
6012,0.08
6013,0.32
6014,0.1
6015,0.16
6016,0.18
6017,0.06
6018,0.56
6019,0.82
6020,0.54
6021,0.32
6022,0.52
6023,0.6
6024,0.84
6025,0.24
6026,0.6
6027,0.52
6028,0.68
6029,0.4
6030,0.72
6031,0.32
6032,0.14
6033,0.32
6034,0.1
6035,0.02
6036,0.76
6037,0.42
6038,0.8
6039,0.22
6040,0.42
6041,0.62
6042,0.04
6043,0.2
6044,0.12
6045,0.4
6046,0.18
6047,0.22
6048,0.14
6049,0.52
6050,0.16
6051,0.84
6052,0.42
6053,0.32
6054,0.64
6055,0.02
6056,0.8
6057,0.32
6058,0.6
6059,0.5
6060,0.36
6061,0.18
6062,0.94
6063,0.6
6064,0.02
6065,0.02
6066,0.36
6067,0.74
6068,0.56
6069,0.32
6070,0.28
6071,0.64
6072,0.88
6073,0.56
6074,0.72
6075,0.76
6076,0.42
6077,0.22
6078,0.36
6079,0.36
6080,0.14
6081,0.2
6082,0.74
6083,0.54
6084,0.56
6085,0.34
6086,0.6
6087,0.08
6088,0.32
6089,0.26
6090,0.94
6091,0.36
6092,0.58
6093,0.6
6094,0.46
6095,0.12
6096,0.64
6097,0.88
6098,0.12
6099,0.42
6100,0.5
6101,0.6
6102,0.62
6103,0.12
6104,0.52
6105,0.1
6106,0.38
6107,0.74
6108,0.04
6109,0.44
6110,0.22
6111,0.62
6112,0.04
6113,0.28
6114,0.8
6115,0.06
6116,0.64
6117,0.42
6118,0.72
6119,0.24
6120,0.28
6121,0.72
6122,0.9
6123,0.6
6124,0.3
6125,0.56
6126,0.46
6127,0.3
6128,0.3
6129,0.5
6130,0.16
6131,0.58
6132,0.48
6133,0.34
6134,0.56
6135,0.18
6136,0.16
